title,url,current_price,Noise Cancellation,Water Resistant,Charging Interface,Bluetooth Version,Microphone,Capacity for buds,Capacity for Case
Mibro M1 TWS ENC Al-Noise Cancellation Earbuds,https://priceoye.pk/wireless-earbuds/mibro/mibro-m1-tws-enc-al-noise-cancellation-earbuds,5499,Yes,Yes,Type-C,v5.3,No,350 mAh,No
Aspor A619 TWS Bluetooth Earbuds,https://priceoye.pk/wireless-earbuds/aspor/aspor-a619-tws-bluetooth-earbuds,3149,Yes,Yes,No,V5.0,Yes,No,No
XO BE40 ANC Noise Cancelling Bluetooth Headset,https://priceoye.pk/wireless-earbuds/xo/xo-be40-anc-noise-cancelling-bluetooth-headset,6299,Yes,Yes,Type-C,V5.0,Yes,No,300mAh
Ronin R-180 Wireless Headphones,https://priceoye.pk/wireless-earbuds/ronin/r-180-bluetooth,2049,No,No,Type-C,v5.3,Yes,90mAh,No
M8 True Wireless Earbuds,https://priceoye.pk/wireless-earbuds/assorted/m8-true-wireless-earbuds,1299,No,No,No,V5.0,Yes,No,No
XO BE39 Foldable Bluetooth Headset,https://priceoye.pk/wireless-earbuds/xo/xo-be39-foldable-bluetooth-headset,4099,No,Yes,Type-C,V5.0,Yes,No,200 mAh
Anker SoundCore Space A40 Noise Cancelling Earbuds,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-space-a40-noise-cancelling-earbuds,12299,Yes,No,No,V5.2,Yes,No,No
HOTTU Neckband (BT001),https://priceoye.pk/wireless-earbuds/hottu/hottu-neckband-bt001,2049,No,No,No,v5.1,Yes,No,400mAh
Soundpeats Opera 03 HI-RES Earbuds,https://priceoye.pk/wireless-earbuds/soundpeats/soundpeats-opera-03-hi-res-earbuds,15899,Yes,Yes,Type-C,v5.3,Yes,No,No
XO ET32 Third Generation ANC Wireless Earbuds,https://priceoye.pk/wireless-earbuds/xo/xo-et32-third-generation-anc-wireless-earbuds,4099,Yes,Yes,Type-C,V5.1,Yes,30 mAh,300mAh
Anker Soundcore Life Q10i Wireless Headphones,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-q10i-wireless-headphones,10999,No,No,No,No,Yes,No,No
Audionic Airbud Loop Pro Wireless Earbuds,https://priceoye.pk/wireless-earbuds/audionic/audionic-airbud-loop-pro-wireless-earbuds,3899,No,No,No,v5.0,No,No,No
Faster chip with an attractive Design,https://priceoye.pk/wireless-earbuds/assorted/yd04-tws-bluetooth-earphones,1899,No,No,No,V5.3,Yes,No,No
Soundpeats GoFree Open Ear Extreme Comfort Sport Earbuds,https://priceoye.pk/wireless-earbuds/soundpeats/soundpeats-gofree-open-ear-extreme-comfort-sport-earbuds,7799,Yes,Yes,Type-C,v5.3,Yes,No,No
Airox Wireless Bluetooth Earphone (NB-02),https://priceoye.pk/wireless-earbuds/airox/airox-wireless-bluetooth-earphone-nb-02,1349,Yes,No,Type-C,v5.0,No,30 mAh,No
M30 Pro TWS Wireless Earbuds,https://priceoye.pk/wireless-earbuds/assorted/m30-pro-tws-wireless-earbuds,1599,No,No,No,V5.2,Dual,No,No
Price List of Audionic Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/audionic,9989,No,No,No,No,No,No,No
Anker Soundcore Life Q20i Headphones,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-life-q20i-headphones,11399,Yes,No,No,V5.0,Dual,No,No
Price List of Lenovo Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/lenovo,3299,No,No,No,No,No,No,No
Price List of Airox Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/airox,2699,No,No,No,No,No,No,No
Excellent Audio Clarity,https://priceoye.pk/wireless-earbuds/assorted/m33-tws-wireless-bluetooth-earbuds,2399,No,No,No,v5.1,Yes,No,No
Anker Soundcore Liberty 4 Earbuds,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-liberty-4-earbuds,24799,No,Yes,Type-C,V5.1,Yes,No,No
Ronin R-290 Mini Earbuds,https://priceoye.pk/wireless-earbuds/ronin/ronin-r-290-mini-14-earbuds,3899,No,No,Type-C,v5.3,Yes,No,260mAh
Price List of Soundpeats Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/soundpeats,10299,No,No,No,No,No,No,No
Price List of Assorted Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/assorted,1849,No,No,No,No,No,No,No
Price List of Zero Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/zero,3799,No,No,No,No,No,No,No
Price List of Ronin Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/ronin,4899,No,No,No,No,No,No,No
Ronin R-4400 Black Wolve Wireless Headsets,https://priceoye.pk/wireless-earbuds/ronin/r-4400-black-wolve-wireless-headsets,3799,No,No,No,v5.1,No,No,500mAh
HOTTU Neckband (NB12),https://priceoye.pk/wireless-earbuds/hottu/hottu-neckband-nb12,2299,Yes,No,No,v5.0,Yes,No,560mAh
Soundpeats RunFree Sports Bluetooth Headphones,https://priceoye.pk/wireless-earbuds/soundpeats/soundpeats-runfree-sports-bluetooth-headphones,8799,No,No,No,V5.3,Yes,No,No
Soundcore Life P3 Noise Cancelling Earbuds,https://priceoye.pk/wireless-earbuds/anker/soundcore-life-p3-noise-cancelling-earbuds,17999,Yes,Yes,No,V5.0,Yes,63 mAh,800 mAh
F9 Pro2 Bluetooth Earbuds,https://priceoye.pk/wireless-earbuds/assorted/f9-pro2-earbuds-bluetooth,1399,No,No,No,V5.0,Yes,No,No
Ronin Wireless Mini POD (R-590),https://priceoye.pk/wireless-earbuds/ronin/ronin-wireless-earpods-r-590,3295,No,No,No,V5.0,Yes,30 mAh,200mAh
Faster TG550 Delta Shaped Low Latency Gaming+Music TWS Wireless Earbuds,https://priceoye.pk/wireless-earbuds/faster/faster-tg550-delta-shaped-low-latency-gaming-music-tws-wireless-earbuds,5549,No,No,No,V5.3,Dual,No,No
Lenovo XT95 Pro Wireless Earbuds,https://priceoye.pk/wireless-earbuds/lenovo/lenovo-xt95-pro-wireless-earbuds,3099,No,Yes,Type-C,V5.0,Yes,No,No
Upgraded chip greater performance,https://priceoye.pk/wireless-earbuds/assorted/r05-tws-wireless-earbuds,2499,No,No,No,V5.2,yes,No,No
Ronin R-460 Earbuds ENC,https://priceoye.pk/wireless-earbuds/ronin/ronin-r-460-earbuds-enc,4299,No,No,No,V5.3,Yes,No,No
Yolo YoPod Ture Wireless Earbuds,https://priceoye.pk/wireless-earbuds/yolo/yolo-yopod-ture-wireless-earbuds,3599,No,Yes,Type-C,V5.0,Yes,No,No
Faster Wireless Gaming Earbuds (TG300),https://priceoye.pk/wireless-earbuds/faster/faster-wireless-gaming-e-sports-neckband-tg300,5199,Yes,Yes,No,V5.1,Yes,25mAh,230 mAh
JBL Headset T720BT Wireless Headphones,https://priceoye.pk/wireless-earbuds/jbl/jbl-headset-t720bt-wireless-headphones,14799,No,Yes,Type-C,V5.3,Yes,30 mAh,No
Tangle-Free Experience,https://priceoye.pk/wireless-earbuds/ansty/ansty-sports-wireless-neckband-m-01,2399,No,No,No,v5.0,Yes,No,No
HOTTU Neckband (NB10),https://priceoye.pk/wireless-earbuds/hottu/hottu-neckband-nb10,2149,No,Yes,No,v5.0,Yes,No,300mAh
Price List of Xiaomi Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/xiaomi,5999,No,No,No,No,No,No,No
Airpods Pro,https://priceoye.pk/wireless-earbuds/assorted/apple-airpods-pro-master-copy,2299,No,No,No,V5.1,Yes,No,No
Mibro M1 TWS ENC Al-Noise Cancellation Earbuds,https://priceoye.pk/wireless-earbuds/mibro/mibro-m1-tws-enc-al-noise-cancellation-earbuds,5499,Yes,Yes,Type-C,v5.3,No,350 mAh,No
Aspor A619 TWS Bluetooth Earbuds,https://priceoye.pk/wireless-earbuds/aspor/aspor-a619-tws-bluetooth-earbuds,3149,Yes,Yes,No,V5.0,Yes,No,No
XO BE40 ANC Noise Cancelling Bluetooth Headset,https://priceoye.pk/wireless-earbuds/xo/xo-be40-anc-noise-cancelling-bluetooth-headset,6299,Yes,Yes,Type-C,V5.0,Yes,No,300mAh
Ronin R-180 Wireless Headphones,https://priceoye.pk/wireless-earbuds/ronin/r-180-bluetooth,2049,No,No,Type-C,v5.3,Yes,90mAh,No
M8 True Wireless Earbuds,https://priceoye.pk/wireless-earbuds/assorted/m8-true-wireless-earbuds,1299,No,No,No,V5.0,Yes,No,No
Anker SoundCore Space A40 Noise Cancelling Earbuds,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-space-a40-noise-cancelling-earbuds,12299,Yes,No,No,V5.2,Yes,No,No
HOTTU Neckband (BT001),https://priceoye.pk/wireless-earbuds/hottu/hottu-neckband-bt001,2049,No,No,No,v5.1,Yes,No,400mAh
Soundpeats Opera 03 HI-RES Earbuds,https://priceoye.pk/wireless-earbuds/soundpeats/soundpeats-opera-03-hi-res-earbuds,15899,Yes,Yes,Type-C,v5.3,Yes,No,No
Anker Soundcore Life Q10i Wireless Headphones,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-q10i-wireless-headphones,10999,No,No,No,No,Yes,No,No
Audionic Airbud Loop Pro Wireless Earbuds,https://priceoye.pk/wireless-earbuds/audionic/audionic-airbud-loop-pro-wireless-earbuds,3899,No,No,No,v5.0,No,No,No
Lenovo LP5 TWS Wireless Earbuds,https://priceoye.pk/wireless-earbuds/lenovo/lenovo-lp5-tws-wireless-earbuds,3099,Yes,No,Type-C,V5.0,Yes,30 mAh,No
Faster chip with an attractive Design,https://priceoye.pk/wireless-earbuds/assorted/yd04-tws-bluetooth-earphones,1899,No,No,No,V5.3,Yes,No,No
Soundpeats GoFree Open Ear Extreme Comfort Sport Earbuds,https://priceoye.pk/wireless-earbuds/soundpeats/soundpeats-gofree-open-ear-extreme-comfort-sport-earbuds,7799,Yes,Yes,Type-C,v5.3,Yes,No,No
Airox Wireless Bluetooth Earphone (NB-02),https://priceoye.pk/wireless-earbuds/airox/airox-wireless-bluetooth-earphone-nb-02,1349,Yes,No,Type-C,v5.0,No,30 mAh,No
M30 Pro TWS Wireless Earbuds,https://priceoye.pk/wireless-earbuds/assorted/m30-pro-tws-wireless-earbuds,1599,No,No,No,V5.2,Dual,No,No
Price List of Audionic Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/audionic,9989,No,No,No,No,No,No,No
Anker Soundcore Life Q20i Headphones,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-life-q20i-headphones,11399,Yes,No,No,V5.0,Dual,No,No
Price List of Lenovo Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/lenovo,3299,No,No,No,No,No,No,No
Price List of Airox Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/airox,2699,No,No,No,No,No,No,No
Excellent Audio Clarity,https://priceoye.pk/wireless-earbuds/assorted/m33-tws-wireless-bluetooth-earbuds,2399,No,No,No,v5.1,Yes,No,No
Ansty B06 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/ansty/ansty-b06-wireless-earbuds,3349,No,No,No,V5.1,Yes,No,No
M27 TWS Wireless Bluetooth Earbuds,https://priceoye.pk/wireless-earbuds/assorted/m27-tws-wireless-bluetooth-earbuds,1549,No,No,No,v5.3,No,No,No
Apple Airpods (3rd generation),https://priceoye.pk/wireless-earbuds/apple/apple-airpods-3rd-generation,44999,Yes,Yes,No,V5.0,Yes,No,No
Vivo Buds Wireless Earbuds,https://priceoye.pk/wireless-earbuds/vivo/vivo-buds-wireless-earbuds,5999,Yes,Yes,Type-C,V5.4,Yes,27mAh,420mAh
Price List of Soundpeats Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/soundpeats,10299,No,No,No,No,No,No,No
Soundpeats Mini Pro HS Wireless Earbuds,https://priceoye.pk/wireless-earbuds/soundpeats/soundpeats-mini-pro-hs-wireless-earbuds,11199,Yes,Yes,Type-C,v5.3,Yes,45*2mAh,300mAh
Price List of Assorted Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/assorted,1849,No,No,No,No,No,No,No
Price List of Zero Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/zero,3799,No,No,No,No,No,No,No
Price List of Ronin Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/ronin,4899,No,No,No,No,No,No,No
Tune 760 Wireless Bluetooth Headphones,https://priceoye.pk/wireless-earbuds/assorted/tune-760-wireless-bluetooth-headphones,1949,Yes,No,No,V5.0,Yes,No,No
High-Quality Audio,https://priceoye.pk/wireless-earbuds/assorted/m5-wireless-earbuds,2149,No,No,No,V5.1,Yes,No,No
Honor Choice Earbuds X7e,https://priceoye.pk/wireless-earbuds/honor/honor-choice-earbuds-x7e,15999,Yes,Yes,Type-C,V5.3,Yes,40 mAh,500 mAh
Lenovo LP40 True Wireless Headphones,https://priceoye.pk/wireless-earbuds/lenovo/lenovo-lp40-true-wireless-headphones,2199,No,No,No,v5.3,Yes,No,No
Excellent Audio Clarity,https://priceoye.pk/wireless-earbuds/speed-x/speed-x-airpods-pro-2-anc-hengxuan-wireless-bluetooth-earphone,3499,Yes,No,No,V5.1,Dual,No,No
M83 TWS Wireless Bluetooth Earbuds,https://priceoye.pk/wireless-earbuds/assorted/m83-tws-wireless-bluetooth-earbuds,1899,No,No,No,V5.0,Yes,No,No
OWS T2 Crystal Stereo Earbuds,https://priceoye.pk/wireless-earbuds/assorted/ows-t2-crystal-stereo-earbuds,1549,No,Yes,Type-C,V5.4,Yes,No,No
Realme T100 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/realme/realme-t100-wireless-earbuds,4799,Yes,Yes,No,v5.3,Yes,40*2mAh,400mAh
Audionic Supreme X20 Wireless Neckband,https://priceoye.pk/wireless-earbuds/audionic/audionic-supreme-x20-wireless-neckband,3999,Yes,Yes,Type-C,v5.2,Yes,No,150mAh
Excellent Audio Clarity,https://priceoye.pk/wireless-earbuds/wiwu/wiwu-airbuds-pro-anc,5199,Yes,No,No,V5.0,Dual,No,No
M43 Gaming Wireless ENC Earbuds,https://priceoye.pk/wireless-earbuds/assorted/m43-gaming-wireless-enc-earbuds,2149,No,Yes,Type-C,V5.3,Yes,No,No
Water resistant,https://priceoye.pk/wireless-earbuds/qcy/qcy-t13-wireless-earbuds,5299,No,No,No,V5.1,Yes,No,No
Lenovo XT82 TWS Wireless Earbuds,https://priceoye.pk/wireless-earbuds/lenovo/lenovo-xt82-tws-wireless-earbuds,3299,No,Yes,Type-C,V5.1,Yes,No,No
Excellent Audio Clarity,https://priceoye.pk/wireless-earbuds/assorted/hifi-b09-ture-wireless-earpods,3420,No,Yes,Type-C,V5.0,Yes,No,No
Baseus Bowie D05 Bluetooth Wireless Headphones,https://priceoye.pk/wireless-earbuds/baseus/baseus-bowie-d05-bluetooth-wireless-headphones,8799,No,No,Type-C,v5.3,Yes,No,600mAh
Audionic Airbud 430,https://priceoye.pk/wireless-earbuds/audionic/audionic-airbud-430,3299,No,No,No,v5.3,Yes,No,No
Q25 Pro TWS Wireless Earbuds,https://priceoye.pk/wireless-earbuds/assorted/q25-pro-tws-wireless-earbuds,1799,No,Yes,Type-C,V5.1,Yes,No,No
Soundpeats True Wireless Earbuds Free 2 Classic,https://priceoye.pk/wireless-earbuds/soundpeats/soundpeats-true-wireless-earbuds-free-2-classic,4749,Yes,Yes,Type-C,v5.1,Yes,43*2mAh,350mAh
Tronsmart Encore S2 Plus Sport Neckband,https://priceoye.pk/wireless-earbuds/tronsmart/tronsmart-encore-s2-plus-sport-headphones,5799,Yes,Yes,No,V4.1,Yes,250mAh,No
Price List of Xiaomi Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/xiaomi,5999,No,No,No,No,No,No,No
Itel Buds Air 3,https://priceoye.pk/wireless-earbuds/itel/itel-buds-air-3,1899,Yes,Yes,Type-C,V5.4,Yes,No,No
M17 TWS Wireless Earbuds,https://priceoye.pk/wireless-earbuds/assorted/m17-tws-wireless-earbuds,1899,No,Yes,Type-C,V5.1,Yes,50 mAh,2000 mAh
Superior Audio Quality,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-r100-true-wireless-earbuds,5999,No,Yes,No,V5.0,Yes,No,No
K10 Bluetooth Earphones,https://priceoye.pk/wireless-earbuds/assorted/k10-earbuds,1899,No,Yes,Type-C,V5.1,Yes,No,No
Air 33 TWS Transparent Earbuds,https://priceoye.pk/wireless-earbuds/assorted/air-33-tws-transparent-earbuds,999,No,Yes,Type-C,V5.0,Yes,No,No
Soundpeats Opera 05 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/soundpeats/soundpeats-opera-05-wireless-earbuds,16799,Yes,Yes,Type-C,v5.3,Yes,No,No
K39 Clip Bluetooth Headset,https://priceoye.pk/wireless-earbuds/assorted/k39-clip-bluetooth-headset,2699,No,No,No,V4.1,Yes,No,No
FAYWA I14 EARBUDS,https://priceoye.pk/wireless-earbuds/faywa/faywa-i14-earbuds,2799,No,No,Type-C,No,Yes,30 mAh,No
Audionic Airbud 500,https://priceoye.pk/wireless-earbuds/audionic/audionic-airbud-500,3989,Yes,Yes,Type-C,v5.3,Yes,40*2mAh,400mAh
Mpow M12 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/mpow/mpow-m12-wireless-earbuds,3699,No,Yes,Type-C,v5.0,Yes,30mAh,No
Price List of Audionic Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/audionic,9989,No,No,No,No,No,No,No
XO G3 Senmai Wireless Earbuds,https://priceoye.pk/wireless-earbuds/xo/xo-g3-senmai-wireless-earbuds,3299,Yes,Yes,Type-C,V5.1,Yes,40mAh,400 mAh
Price List of Lenovo Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/lenovo,3299,No,No,No,No,No,No,No
XO X24 TWS Bluetooth Wireless Earbuds,https://priceoye.pk/wireless-earbuds/xo/xo-x24-tws-bluetooth-wireless-earbuds,2859,No,No,Type-C,v5.1,Yes,30mAh,250mAh
Price List of Airox Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/airox,2699,No,No,No,No,No,No,No
Excellent Audio Clarity,https://priceoye.pk/wireless-earbuds/ronin/ronin-free-style-wireless-neckband-r970,2299,No,No,No,V5.0,Yes,200mAH,No
958BT Headphone Sport Stereo headset wireless headphones,https://priceoye.pk/wireless-earbuds/assorted/958bt-headphone-sport-stereo-headset-wireless-headphones,2299,No,Yes,No,V5.0,No,No,No
Price List of Soundpeats Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/soundpeats,10299,No,No,No,No,No,No,No
Price List of Zero Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/zero,3799,No,No,No,No,No,No,No
Price List of Ronin Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/ronin,4899,No,No,No,No,No,No,No
Tronsmart Onyx Free True Wireless Bluetooth Earphones,https://priceoye.pk/wireless-earbuds/tronsmart/tronsmart-onyx-free-true-wireless-bluetooth-earphones,7099,Yes,Yes,No,V5.0,Yes,No,No
EarFun Free 2S Wireless Earbuds,https://priceoye.pk/wireless-earbuds/earfun/earfun-free-2s-wireless-earbuds,9299,Yes,Yes,No,V5.2,Yes,No,No
Marshall Motif II Earbuds,https://priceoye.pk/wireless-earbuds/marshall/marshall-motif-ii-earbuds,54999,Yes,Yes,Type-C,V5.2,Yes,55 mAh,620 mAh
OnePlus Nord Buds CE,https://priceoye.pk/wireless-earbuds/oneplus/oneplus-nord-buds-ce,10499,Yes,Yes,Type-C,v5.2,Yes,27mAh,300mAh
Anker Soundcore P40i Earbuds,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-p40i-earbuds,11299,Yes,Yes,No,V5.0,Yes,20mAh,150mAh
Zero Pulse Wireless Earbuds,https://priceoye.pk/wireless-earbuds/zero/zero-pulse-wireless-earbuds,4449,Yes,Yes,Type-C,v5.3,Yes,40*2mAh,400mAh
Excellent Audio Clarity,https://priceoye.pk/wireless-earbuds/aspor/aspor-a618-wireless-bluetooth-headset,3249,Yes,No,No,V5.1,Yes,No,No
Damix AS-03 TWS Earbuds,https://priceoye.pk/wireless-earbuds/assorted/damix-as-03-tws-earbuds,1499,No,Yes,Type-C,V5.3,Dual,No,No
EarFun Air Pro 3 Earbuds,https://priceoye.pk/wireless-earbuds/earfun/earfun-air-pro-3-earbuds,18399,Yes,Yes,Type-C,V5.3,Yes,No,No
Anker Soundcore Life Note 3i,https://priceoye.pk/wireless-earbuds/anker/anker-soundcore-life-note-3i,12299,Yes,Yes,No,V5.2,Yes,No,No
Login LT-WB30 Earbuds,https://priceoye.pk/wireless-earbuds/login/login-lt-wb30-earbuds,3299,Yes,No,No,V5.3,Yes,No,200mAh
Apple AirPods (2nd generation),https://priceoye.pk/wireless-earbuds/apple/apple-airpods-2nd-generation,27999,Yes,Yes,Lightning,V5.0,Yes,No,No
Ronin R-740 EarBuds,https://priceoye.pk/wireless-earbuds/ronin/ronin-r-740-earbuds,3799,No,Yes,Type-C,V5.3,Yes,35 mAh,400 mAh
Audionic Airbud Maverick,https://priceoye.pk/wireless-earbuds/audionic/audionic-airbud-maverick,4799,No,Yes,Type-C,V5.4,Yes,30 mAh,16.2mm
1Hora Gaming Headphones AUT202N,https://priceoye.pk/wireless-earbuds/1hora/1hora-gaming-headphones,4399,No,Yes,Type-C,V5.1,Yes,No,1000mAh
Xiaomi Buds 5,https://priceoye.pk/wireless-earbuds/xiaomi/xiaomi-buds-5,25999,Yes,Yes,Type-C,V5.3,Yes,No,280mAh
FASTER E20 Pro ENC Wireless Earbuds,https://priceoye.pk/wireless-earbuds/faster/faster-e20-pro-enc-wireless-earbuds,4799,Yes,Yes,No,V5.1,Yes,No,No
Rich and Realistic Sound,https://priceoye.pk/wireless-earbuds/qcy/qcy-t5-true-wireless-earbuds,4199,No,No,No,V5.0,Yes,No,No
Infinix Buds Lite,https://priceoye.pk/wireless-earbuds/infinix/infinix-buds-lite,3499,Yes,Yes,Type-C,V5.3,No,30 mAh,No
Price List of Xiaomi Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/xiaomi,5999,No,No,No,No,No,No,No
Soundpeats A6 Wireless Headphone,https://priceoye.pk/wireless-earbuds/soundpeats/soundpeats-a6-wireless-headphone,12099,Yes,Yes,Type-C,v5.0,Yes,No,500mAh
Redmi Buds 3 Lite,https://priceoye.pk/wireless-earbuds/xiaomi/redmi-buds-3-lite,3299,Yes,Yes,Type-C,v5.2,Yes,No,No
Airox E11 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/airox/airox-e11-wireless-earbuds,2449,No,Yes,Type-C,V5.1,Yes,No,No
Realme Buds Air6 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/realme/realme-buds-air6-wireless-earbuds,12499,Yes,Yes,Type-C,V5.3,Yes,35mAh,No
Westpoint WP-115 Stereo Earbuds,https://priceoye.pk/wireless-earbuds/westpoint/westpoint-wp-115-stereo-earbuds,3949,No,No,Type-C,V5.3,Yes,40mAh,300mAh
SoundPeats Capsule 3 Pro Ultra Robotic Transparent Version,https://priceoye.pk/wireless-earbuds/soundpeats/soundpeats-capsule-3-pro-ultra-robotic-transparent-version,12499,Yes,No,Type-C,V5.3,No,30 mAh,No
Sony Earbuds Wf-C700n,https://priceoye.pk/wireless-earbuds/sony/sony-earbuds-wf-c700n,21799,No,Yes,Type-C,V5.2,Yes,No,No
All round compatible,https://priceoye.pk/wireless-earbuds/haino-teko/haino-teko-round-1-mini-bluetooth-earphone,2199,No,No,No,V5.0,Yes,No,No
Ronin R-820 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/ronin/ronin-r-820-wireless-earbuds,3799,Yes,No,Type-C,v5.3,Yes,No,320mAh
Ronin R-520 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/ronin/ronin-r-520-earbuds,4769,Yes,Yes,Type-C,V5.3,Yes,No,400 mAh
Baseus Bowie WM02 Plus TWS Wireless Earbuds,https://priceoye.pk/wireless-earbuds/baseus/baseus-bowie-wm02-plus-tws-wireless-earbuds,5249,No,No,Type-C,v5.3,Yes,40mAh,700mAh
Wireless distance,https://priceoye.pk/wireless-earbuds/xiaomi/mi-true-wireless-earbuds,9799,No,No,No,V5.0,Yes,No,No
Price List of Audionic Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/audionic,9989,No,No,No,No,No,No,No
Ronin Wireless Earbuds R-475,https://priceoye.pk/wireless-earbuds/ronin/ronin-wireless-earbuds-r-475,3499,No,No,Type-C,v5.3,Yes,No,400mAh
XO BE41 ANC Noise Reduction Bluetooth Headset,https://priceoye.pk/wireless-earbuds/xo/xo-be41-anc-noise-reduction-bluetooth-headset,4699,Yes,Yes,Type-C,V5.3,Yes,No,No
Price List of Lenovo Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/lenovo,3299,No,No,No,No,No,No,No
Haino Teko Air P3 Wireless Earbuds,https://priceoye.pk/wireless-earbuds/haino-teko/haino-teko-air-p3-wireless-earbuds,4299,No,Yes,Type-C,V5.0,Yes,40mAh,No
Price List of Airox Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/airox,2699,No,No,No,No,No,No,No
Price List of Assorted Wireless Earbuds in Pakistan,https://priceoye.pk/wireless-earbuds/assorted,1849,No,No,No,No,No,No,No
